"","x"
"6750"," —
"
"6751"," —
"
"6752"," —
"
"6753"," 5140
"
"6754"," 5120
"
"6755"," 614
"
"6756"," 
"
"6757"," Beartic
"
"6758"," Field
"
"6759"," —
"
"6760"," 20
"
"6761"," —
"
"6762"," —
"
"6763"," —
"
"6764"," 5140
"
"6765"," 5120
"
"6766"," 615
"
"6767"," 
"
"6768"," Cryogonal
"
"6769"," Mineral
"
"6770"," —
"
"6771"," 25
"
"6772"," —
"
"6773"," —
"
"6774"," —
"
"6775"," 6425
"
"6776"," 6400
"
"6777"," 616
"
"6778"," 
"
"6779"," Shelmet
"
"6780"," Bug
"
"6781"," —
"
"6782"," 15
"
"6783"," —
"
"6784"," —
"
"6785"," —
"
"6786"," 3855
"
"6787"," 3840
"
"6788"," 617
"
"6789"," 
"
"6790"," Accelgor
"
"6791"," Bug
"
"6792"," —
"
"6793"," 15
"
"6794"," —
"
"6795"," —
"
"6796"," —
"
"6797"," 3855
"
"6798"," 3840
"
"6799"," 618
"
"6800"," 
"
"6801"," Stunfisk
"
"6802"," Water 1
"
"6803"," Amorphous
"
"6804"," 20
"
"6805"," —
"
"6806"," —
"
"6807"," —
"
"6808"," 5140
"
"6809"," 5120
"
"6810"," 619
"
"6811"," 
"
"6812"," Mienfoo
"
"6813"," Field
"
"6814"," Human-Like
"
"6815"," 25
"
"6816"," —
"
"6817"," —
"
"6818"," —
"
"6819"," 6425
"
"6820"," 6400
"
"6821"," 620
"
"6822"," 
"
"6823"," Mienshao
"
"6824"," Field
"
"6825"," Human-Like
"
"6826"," 25
"
"6827"," —
"
"6828"," —
"
"6829"," —
"
"6830"," 6425
"
"6831"," 6400
"
"6832"," 621
"
"6833"," 
"
"6834"," Druddigon
"
"6835"," Dragon
"
"6836"," Monster
"
"6837"," 30
"
"6838"," —
"
"6839"," —
"
"6840"," —
"
"6841"," 7710
"
"6842"," 7680
"
"6843"," 622
"
"6844"," 
"
"6845"," Golett
"
"6846"," Mineral
"
"6847"," —
"
"6848"," 25
"
"6849"," —
"
"6850"," —
"
"6851"," —
"
"6852"," 6425
"
"6853"," 6400
"
"6854"," 623
"
"6855"," 
"
"6856"," Golurk
"
"6857"," Mineral
"
"6858"," —
"
"6859"," 25
"
"6860"," —
"
"6861"," —
"
"6862"," —
"
"6863"," 6425
"
"6864"," 6400
"
"6865"," 624
"
"6866"," 
"
"6867"," Pawniard
"
"6868"," Human-Like
"
"6869"," —
"
"6870"," 20
"
"6871"," —
"
"6872"," —
"
"6873"," —
"
"6874"," 5140
"
"6875"," 5120
"
"6876"," 625
"
"6877"," 
"
"6878"," Bisharp
"
"6879"," Human-Like
"
"6880"," —
"
"6881"," 20
"
"6882"," —
"
"6883"," —
"
"6884"," —
"
"6885"," 5140
"
"6886"," 5120
"
"6887"," 626
"
"6888"," 
"
"6889"," Bouffalant
"
"6890"," Field
"
"6891"," —
"
"6892"," 20
"
"6893"," —
"
"6894"," —
"
"6895"," —
"
"6896"," 5140
"
"6897"," 5120
"
"6898"," 627
"
"6899"," 
"
"6900"," Rufflet
"
"6901"," Flying
"
"6902"," —
"
"6903"," 20
"
"6904"," —
"
"6905"," —
"
"6906"," —
"
"6907"," 5140
"
"6908"," 5120
"
"6909"," 628
"
"6910"," 
"
"6911"," Braviary
"
"6912"," Flying
"
"6913"," —
"
"6914"," 20
"
"6915"," —
"
"6916"," —
"
"6917"," —
"
"6918"," 5140
"
"6919"," 5120
"
"6920"," 629
"
"6921"," 
"
"6922"," Vullaby
"
"6923"," Flying
"
"6924"," —
"
"6925"," 20
"
"6926"," —
"
"6927"," —
"
"6928"," —
"
"6929"," 5140
"
"6930"," 5120
"
"6931"," 630
"
"6932"," 
"
"6933"," Mandibuzz
"
"6934"," Flying
"
"6935"," —
"
"6936"," 20
"
"6937"," —
"
"6938"," —
"
"6939"," —
"
"6940"," 5140
"
"6941"," 5120
"
"6942"," 631
"
"6943"," 
"
"6944"," Heatmor
"
"6945"," Field
"
"6946"," —
"
"6947"," 20
"
"6948"," —
"
"6949"," —
"
"6950"," —
"
"6951"," 5140
"
"6952"," 5120
"
"6953"," 632
"
"6954"," 
"
"6955"," Durant
"
"6956"," Bug
"
"6957"," —
"
"6958"," 20
"
"6959"," —
"
"6960"," —
"
"6961"," —
"
"6962"," 5140
"
"6963"," 5120
"
"6964"," 633
"
"6965"," 
"
"6966"," Deino
"
"6967"," Dragon
"
"6968"," —
"
"6969"," 40
"
"6970"," —
"
"6971"," —
"
"6972"," —
"
"6973"," 10280
"
"6974"," 10240
"
"6975"," 634
"
"6976"," 
"
"6977"," Zweilous
"
"6978"," Dragon
"
"6979"," —
"
"6980"," 40
"
"6981"," —
"
"6982"," —
"
"6983"," —
"
"6984"," 10280
"
"6985"," 10240
"
"6986"," 635
"
"6987"," 
"
"6988"," Hydreigon
"
"6989"," Dragon
"
"6990"," —
"
"6991"," 40
"
"6992"," —
"
"6993"," —
"
"6994"," —
"
"6995"," 10280
"
"6996"," 10240
"
"6997"," 636
"
"6998"," 
"
"6999"," Larvesta
"
"7000"," Bug
"
"7001"," —
"
"7002"," 40
"
"7003"," —
"
"7004"," —
"
"7005"," —
"
"7006"," 10280
"
"7007"," 10240
"
"7008"," 637
"
"7009"," 
"
"7010"," Volcarona
"
"7011"," Bug
"
"7012"," —
"
"7013"," 40
"
"7014"," —
"
"7015"," —
"
"7016"," —
"
"7017"," 10280
"
"7018"," 10240
"
"7019"," 638
"
"7020"," 
"
"7021"," Cobalion
"
"7022"," Undiscovered
"
"7023"," —
"
"7024"," 80
"
"7025"," —
"
"7026"," —
"
"7027"," —
"
"7028"," 20560
"
"7029"," 20480
"
"7030"," 639
"
"7031"," 
"
"7032"," Terrakion
"
"7033"," Undiscovered
"
"7034"," —
"
"7035"," 80
"
"7036"," —
"
"7037"," —
"
"7038"," —
"
"7039"," 20560
"
"7040"," 20480
"
"7041"," 640
"
"7042"," 
"
"7043"," Virizion
"
"7044"," Undiscovered
"
"7045"," —
"
"7046"," 80
"
"7047"," —
"
"7048"," —
"
"7049"," —
"
"7050"," 20560
"
"7051"," 20480
"
"7052"," 641
"
"7053"," 
"
"7054"," Tornadus
"
"7055"," Undiscovered
"
"7056"," —
"
"7057"," 120
"
"7058"," —
"
"7059"," —
"
"7060"," —
"
"7061"," 30840
"
"7062"," 30720
"
"7063"," 642
"
"7064"," 
"
"7065"," Thundurus
"
"7066"," Undiscovered
"
"7067"," —
"
"7068"," 120
"
"7069"," —
"
"7070"," —
"
"7071"," —
"
"7072"," 30840
"
"7073"," 30720
"
"7074"," 643
"
"7075"," 
"
"7076"," Reshiram
"
"7077"," Undiscovered
"
"7078"," —
"
"7079"," 120
"
"7080"," —
"
"7081"," —
"
"7082"," —
"
"7083"," 30840
"
"7084"," 30720
"
"7085"," 644
"
"7086"," 
"
"7087"," Zekrom
"
"7088"," Undiscovered
"
"7089"," —
"
"7090"," 120
"
"7091"," —
"
"7092"," —
"
"7093"," —
"
"7094"," 30840
"
"7095"," 30720
"
"7096"," 645
"
"7097"," 
"
"7098"," Landorus
"
"7099"," Undiscovered
"
"7100"," —
"
"7101"," 120
"
"7102"," —
"
"7103"," —
"
"7104"," —
"
"7105"," 30840
"
"7106"," 30720
"
"7107"," 646
"
"7108"," 
"
"7109"," Kyurem
"
"7110"," Undiscovered
"
"7111"," —
"
"7112"," 120
"
"7113"," —
"
"7114"," —
"
"7115"," —
"
"7116"," 30840
"
"7117"," 30720
"
"7118"," 647
"
"7119"," 
"
"7120"," Keldeo
"
"7121"," Undiscovered
"
"7122"," —
"
"7123"," 80
"
"7124"," —
"
"7125"," —
"
"7126"," —
"
"7127"," 20560
"
"7128"," 20480
"
"7129"," 648
"
"7130"," 
"
"7131"," Meloetta
"
"7132"," Undiscovered
"
"7133"," —
"
"7134"," 120
"
"7135"," —
"
"7136"," —
"
"7137"," —
"
"7138"," 30840
"
"7139"," 30720
"
"7140"," 649
"
"7141"," 
"
"7142"," Genesect
"
"7143"," Undiscovered
"
"7144"," —
"
"7145"," 120
"
"7146"," —
"
"7147"," —
"
"7148"," —
"
"7149"," 30840
"
"7150"," 30720
"
"7151"," 650
"
"7152"," 
"
"7153"," Chespin
"
"7154"," Field
"
"7155"," —
"
"7156"," 20
"
"7157"," —
"
"7158"," —
"
"7159"," —
"
"7160"," 5140
"
"7161"," 5120
"
"7162"," 651
"
"7163"," 
"
"7164"," Quilladin
"
"7165"," Field
"
"7166"," —
"
"7167"," 20
"
"7168"," —
"
"7169"," —
"
"7170"," —
"
"7171"," 5140
"
"7172"," 5120
"
"7173"," 652
"
"7174"," 
"
"7175"," Chesnaught
"
"7176"," Field
"
"7177"," —
"
"7178"," 20
"
"7179"," —
"
"7180"," —
"
"7181"," —
"
"7182"," 5140
"
"7183"," 5120
"
"7184"," 653
"
"7185"," 
"
"7186"," Fennekin
"
"7187"," Field
"
"7188"," —
"
"7189"," 20
"
"7190"," —
"
"7191"," —
"
"7192"," —
"
"7193"," 5140
"
"7194"," 5120
"
"7195"," 654
"
"7196"," 
"
"7197"," Braixen
"
"7198"," Field
"
"7199"," —
"
"7200"," 20
"
"7201"," —
"
"7202"," —
"
"7203"," —
"
"7204"," 5140
"
"7205"," 5120
"
"7206"," 655
"
"7207"," 
"
"7208"," Delphox
"
"7209"," Field
"
"7210"," —
"
"7211"," 20
"
"7212"," —
"
"7213"," —
"
"7214"," —
"
"7215"," 5140
"
"7216"," 5120
"
"7217"," 656
"
"7218"," 
"
"7219"," Froakie
"
"7220"," Water 1
"
"7221"," —
"
"7222"," 20
"
"7223"," —
"
"7224"," —
"
"7225"," —
"
"7226"," 5140
"
"7227"," 5120
"
"7228"," 657
"
"7229"," 
"
"7230"," Frogadier
"
"7231"," Water 1
"
"7232"," —
"
"7233"," 20
"
"7234"," —
"
"7235"," —
"
"7236"," —
"
"7237"," 5140
"
"7238"," 5120
"
"7239"," 658
"
"7240"," 
"
"7241"," Greninja
"
"7242"," Water 1
"
"7243"," —
"
"7244"," 20
"
"7245"," —
"
"7246"," —
"
"7247"," —
"
"7248"," 5140
"
"7249"," 5120
"
"7250"," 659
"
"7251"," 
"
"7252"," Bunnelby
"
"7253"," Field
"
"7254"," —
"
"7255"," 15
"
"7256"," —
"
"7257"," —
"
"7258"," —
"
"7259"," 3855
"
"7260"," 3840
"
"7261"," 660
"
"7262"," 
"
"7263"," Diggersby
"
"7264"," Field
"
"7265"," —
"
"7266"," 15
"
"7267"," —
"
"7268"," —
"
"7269"," —
"
"7270"," 3855
"
"7271"," 3840
"
"7272"," 661
"
"7273"," 
"
"7274"," Fletchling
"
"7275"," Flying
"
"7276"," —
"
"7277"," 15
"
"7278"," —
"
"7279"," —
"
"7280"," —
"
"7281"," 3855
"
"7282"," 3840
"
"7283"," 662
"
"7284"," 
"
"7285"," Fletchinder
"
"7286"," Flying
"
"7287"," —
"
"7288"," 15
"
"7289"," —
"
"7290"," —
"
"7291"," —
"
"7292"," 3855
"
"7293"," 3840
"
"7294"," 663
"
"7295"," 
"
"7296"," Talonflame
"
"7297"," Flying
"
"7298"," —
"
"7299"," 15
"
"7300"," —
"
"7301"," —
"
"7302"," —
"
"7303"," 3855
"
"7304"," 3840
"
"7305"," 664
"
"7306"," 
"
"7307"," Scatterbug
"
"7308"," Bug
"
"7309"," —
"
"7310"," 15
"
"7311"," —
"
"7312"," —
"
"7313"," —
"
"7314"," 3855
"
"7315"," 3840
"
"7316"," 665
"
"7317"," 
"
"7318"," Spewpa
"
"7319"," Bug
"
"7320"," —
"
"7321"," 15
"
"7322"," —
"
"7323"," —
"
"7324"," —
"
"7325"," 3855
"
"7326"," 3840
"
"7327"," 666
"
"7328"," 
"
"7329"," Vivillon
"
"7330"," Bug
"
"7331"," —
"
"7332"," 15
"
"7333"," —
"
"7334"," —
"
"7335"," —
"
"7336"," 3855
"
"7337"," 3840
"
"7338"," 667
"
"7339"," 
"
"7340"," Litleo
"
"7341"," Field
"
"7342"," —
"
"7343"," 20
"
"7344"," —
"
"7345"," —
"
"7346"," —
"
"7347"," 5140
"
"7348"," 5120
"
"7349"," 668
"
"7350"," 
"
"7351"," Pyroar
"
"7352"," Field
"
"7353"," —
"
"7354"," 20
"
"7355"," —
"
"7356"," —
"
"7357"," —
"
"7358"," 5140
"
"7359"," 5120
"
"7360"," 669
"
"7361"," 
"
"7362"," Flabébé
"
"7363"," Fairy
"
"7364"," —
"
"7365"," 20
"
"7366"," —
"
"7367"," —
"
"7368"," —
"
"7369"," 5140
"
"7370"," 5120
"
"7371"," 670
"
"7372"," 
"
"7373"," Floette
"
"7374"," Fairy
"
"7375"," —
"
"7376"," 20
"
"7377"," —
"
"7378"," —
"
"7379"," —
"
"7380"," 5140
"
"7381"," 5120
"
"7382"," 671
"
"7383"," 
"
"7384"," Florges
"
"7385"," Fairy
"
"7386"," —
"
"7387"," 20
"
"7388"," —
"
"7389"," —
"
"7390"," —
"
"7391"," 5140
"
"7392"," 5120
"
"7393"," 672
"
"7394"," 
"
"7395"," Skiddo
"
"7396"," Field
"
"7397"," —
"
"7398"," 20
"
"7399"," —
"
"7400"," —
"
"7401"," —
"
"7402"," 5140
"
"7403"," 5120
"
"7404"," 673
"
"7405"," 
"
"7406"," Gogoat
"
"7407"," Field
"
"7408"," —
"
"7409"," 20
"
"7410"," —
"
"7411"," —
"
"7412"," —
"
"7413"," 5140
"
"7414"," 5120
"
"7415"," 674
"
"7416"," 
"
"7417"," Pancham
"
"7418"," Field
"
"7419"," Human-Like
"
"7420"," 25
"
"7421"," —
"
"7422"," —
"
"7423"," —
"
"7424"," 6425
"
"7425"," 6400
"
"7426"," 675
"
"7427"," 
"
"7428"," Pangoro
"
"7429"," Field
"
"7430"," Human-Like
"
"7431"," 25
"
"7432"," —
"
"7433"," —
"
"7434"," —
"
"7435"," 6425
"
"7436"," 6400
"
"7437"," 676
"
"7438"," 
"
"7439"," Furfrou
"
"7440"," Field
"
"7441"," —
"
"7442"," 20
"
"7443"," —
"
"7444"," —
"
"7445"," —
"
"7446"," 5140
"
"7447"," 5120
"
"7448"," 677
"
"7449"," 
"
"7450"," Espurr
"
"7451"," Field
"
"7452"," —
"
"7453"," 20
"
"7454"," —
"
"7455"," —
"
"7456"," —
"
"7457"," 5140
"
"7458"," 5120
"
"7459"," 678
"
"7460"," 
"
"7461"," Meowstic
"
"7462"," Field
"
"7463"," —
"
"7464"," 20
"
"7465"," —
"
"7466"," —
"
"7467"," —
"
"7468"," 5140
"
"7469"," 5120
"
"7470"," 679
"
"7471"," 
"
"7472"," Honedge
"
"7473"," Mineral
"
"7474"," —
"
"7475"," 20
"
"7476"," —
"
"7477"," —
"
"7478"," —
"
"7479"," 5140
"
"7480"," 5120
"
"7481"," 680
"
"7482"," 
"
"7483"," Doublade
"
"7484"," Mineral
"
"7485"," —
"
"7486"," 20
"
"7487"," —
"
"7488"," —
"
"7489"," —
"
"7490"," 5140
"
"7491"," 5120
"
"7492"," 681
"
"7493"," 
"
"7494"," Aegislash
"
"7495"," Mineral
"
"7496"," —
"
"7497"," 20
"
"7498"," —
"
"7499"," —
"
"7500"," —
"
"7501"," 5140
"
"7502"," 5120
"
"7503"," 682
"
"7504"," 
"
"7505"," Spritzee
"
"7506"," Fairy
"
"7507"," —
"
"7508"," 20
"
"7509"," —
"
"7510"," —
"
"7511"," —
"
"7512"," 5140
"
"7513"," 5120
"
"7514"," 683
"
"7515"," 
"
"7516"," Aromatisse
"
"7517"," Fairy
"
"7518"," —
"
"7519"," 20
"
"7520"," —
"
"7521"," —
"
"7522"," —
"
"7523"," 5140
"
"7524"," 5120
"
"7525"," 684
"
"7526"," 
"
"7527"," Swirlix
"
"7528"," Fairy
"
"7529"," —
"
"7530"," 20
"
"7531"," —
"
"7532"," —
"
"7533"," —
"
"7534"," 5140
"
"7535"," 5120
"
"7536"," 685
"
"7537"," 
"
"7538"," Slurpuff
"
"7539"," Fairy
"
"7540"," —
"
"7541"," 20
"
"7542"," —
"
"7543"," —
"
"7544"," —
"
"7545"," 5140
"
"7546"," 5120
"
"7547"," 686
"
"7548"," 
"
"7549"," Inkay
"
"7550"," Water 1
"
"7551"," Water 2
"
"7552"," 20
"
"7553"," —
"
"7554"," —
"
"7555"," —
"
"7556"," 5140
"
"7557"," 5120
"
"7558"," 687
"
"7559"," 
"
"7560"," Malamar
"
"7561"," Water 1
"
"7562"," Water 2
"
"7563"," 20
"
"7564"," —
"
"7565"," —
"
"7566"," —
"
"7567"," 5140
"
"7568"," 5120
"
"7569"," 688
"
"7570"," 
"
"7571"," Binacle
"
"7572"," Water 3
"
"7573"," —
"
"7574"," 20
"
"7575"," —
"
"7576"," —
"
"7577"," —
"
"7578"," 5140
"
"7579"," 5120
"
"7580"," 689
"
"7581"," 
"
"7582"," Barbaracle
"
"7583"," Water 3
"
"7584"," —
"
"7585"," 20
"
"7586"," —
"
"7587"," —
"
"7588"," —
"
"7589"," 5140
"
"7590"," 5120
"
"7591"," 690
"
"7592"," 
"
"7593"," Skrelp
"
"7594"," Water 1
"
"7595"," Dragon
"
"7596"," 20
"
"7597"," —
"
"7598"," —
"
"7599"," —
"
"7600"," 5140
"
"7601"," 5120
"
"7602"," 691
"
"7603"," 
"
"7604"," Dragalge
"
"7605"," Water 1
"
"7606"," Dragon
"
"7607"," 20
"
"7608"," —
"
"7609"," —
"
"7610"," —
"
"7611"," 5140
"
"7612"," 5120
"
"7613"," 692
"
"7614"," 
"
"7615"," Clauncher
"
"7616"," Water 1
"
"7617"," Water 3
"
"7618"," 15
"
"7619"," —
"
"7620"," —
"
"7621"," —
"
"7622"," 3855
"
"7623"," 3840
"
"7624"," 693
"
"7625"," 
"
"7626"," Clawitzer
"
"7627"," Water 1
"
"7628"," Water 3
"
"7629"," 15
"
"7630"," —
"
"7631"," —
"
"7632"," —
"
"7633"," 3855
"
"7634"," 3840
"
"7635"," 694
"
"7636"," 
"
"7637"," Helioptile
"
"7638"," Monster
"
"7639"," Dragon
"
"7640"," 20
"
"7641"," —
"
"7642"," —
"
"7643"," —
"
"7644"," 5140
"
"7645"," 5120
"
"7646"," 695
"
"7647"," 
"
"7648"," Heliolisk
"
"7649"," Monster
"
"7650"," Dragon
"
"7651"," 20
"
"7652"," —
"
"7653"," —
"
"7654"," —
"
"7655"," 5140
"
"7656"," 5120
"
"7657"," 696
"
"7658"," 
"
"7659"," Tyrunt
"
"7660"," Monster
"
"7661"," Dragon
"
"7662"," 30
"
"7663"," —
"
"7664"," —
"
"7665"," —
"
"7666"," 7710
"
"7667"," 7680
"
"7668"," 697
"
"7669"," 
"
"7670"," Tyrantrum
"
"7671"," Monster
"
"7672"," Dragon
"
"7673"," 30
"
"7674"," —
"
"7675"," —
"
"7676"," —
"
"7677"," 7710
"
"7678"," 7680
"
"7679"," 698
"
"7680"," 
"
"7681"," Amaura
"
"7682"," Monster
"
"7683"," —
"
"7684"," 30
"
"7685"," —
"
"7686"," —
"
"7687"," —
"
"7688"," 7710
"
"7689"," 7680
"
"7690"," 699
"
"7691"," 
"
"7692"," Aurorus
"
"7693"," Monster
"
"7694"," —
"
"7695"," 30
"
"7696"," —
"
"7697"," —
"
"7698"," —
"
"7699"," 7710
"
"7700"," 7680
"
"7701"," 701
"
"7702"," 
"
"7703"," Hawlucha
"
"7704"," Flying*
"
"7705"," Human-Like
"
"7706"," 20
"
"7707"," —
"
"7708"," —
"
"7709"," —
"
"7710"," 5140
"
"7711"," 5120
"
"7712"," 702
"
"7713"," 
"
"7714"," Dedenne
"
"7715"," Field
"
"7716"," Fairy
"
"7717"," 20
"
"7718"," —
"
"7719"," —
"
"7720"," —
"
"7721"," 5140
"
"7722"," 5120
"
"7723"," 703
"
"7724"," 
"
"7725"," Carbink
"
"7726"," Fairy
"
"7727"," Mineral
"
"7728"," 25
"
"7729"," —
"
"7730"," —
"
"7731"," —
"
"7732"," 6425
"
"7733"," 6400
"
"7734"," 704
"
"7735"," 
"
"7736"," Goomy
"
"7737"," Dragon
"
"7738"," —
"
"7739"," 40
"
"7740"," —
"
"7741"," —
"
"7742"," —
"
"7743"," 10280
"
"7744"," 10240
"
"7745"," 705
"
"7746"," 
"
"7747"," Sliggoo
"
"7748"," Dragon
"
"7749"," —
"
"7750"," 40
"
"7751"," —
"
"7752"," —
"
"7753"," —
"
"7754"," 10280
"
"7755"," 10240
"
"7756"," 706
"
"7757"," 
"
"7758"," Goodra
"
"7759"," Dragon
"
"7760"," —
"
"7761"," 40
"
"7762"," —
"
"7763"," —
"
"7764"," —
"
"7765"," 10280
"
"7766"," 10240
"
"7767"," 707
"
"7768"," 
"
"7769"," Klefki
"
"7770"," Mineral
"
"7771"," —
"
"7772"," 20
"
"7773"," —
"
"7774"," —
"
"7775"," —
"
"7776"," 5140
"
"7777"," 5120
"
"7778"," 708
"
"7779"," 
"
"7780"," Phantump
"
"7781"," Grass
"
"7782"," Amorphous
"
"7783"," 20
"
"7784"," —
"
"7785"," —
"
"7786"," —
"
"7787"," 5140
"
"7788"," 5120
"
"7789"," 709
"
"7790"," 
"
"7791"," Trevenant
"
"7792"," Grass
"
"7793"," Amorphous
"
"7794"," 20
"
"7795"," —
"
"7796"," —
"
"7797"," —
"
"7798"," 5140
"
"7799"," 5120
"
"7800"," 710
"
"7801"," 
"
"7802"," Pumpkaboo
"
"7803"," Amorphous
"
"7804"," —
"
"7805"," 20
"
"7806"," —
"
"7807"," —
"
"7808"," —
"
"7809"," 5140
"
"7810"," 5120
"
"7811"," 711
"
"7812"," 
"
"7813"," Gourgeist
"
"7814"," Amorphous
"
"7815"," —
"
"7816"," 20
"
"7817"," —
"
"7818"," —
"
"7819"," —
"
"7820"," 5140
"
"7821"," 5120
"
"7822"," 712
"
"7823"," 
"
"7824"," Bergmite
"
"7825"," Monster
"
"7826"," Mineral*
"
"7827"," 20
"
"7828"," —
"
"7829"," —
"
"7830"," —
"
"7831"," 5140
"
"7832"," 5120
"
"7833"," 713
"
"7834"," 
"
"7835"," Avalugg
"
"7836"," Monster
"
"7837"," Mineral*
"
"7838"," 20
"
"7839"," —
"
"7840"," —
"
"7841"," —
"
"7842"," 5140
"
"7843"," 5120
"
"7844"," 714
"
"7845"," 
"
"7846"," Noibat
"
"7847"," Flying
"
"7848"," Dragon*
"
"7849"," 20
"
"7850"," —
"
"7851"," —
"
"7852"," —
"
"7853"," 5140
"
"7854"," 5120
"
"7855"," 715
"
"7856"," 
"
"7857"," Noivern
"
"7858"," Flying
"
"7859"," Dragon*
"
"7860"," 20
"
"7861"," —
"
"7862"," —
"
"7863"," —
"
"7864"," 5140
"
"7865"," 5120
"
"7866"," 716
"
"7867"," 
"
"7868"," Xerneas
"
"7869"," Undiscovered
"
"7870"," —
"
"7871"," 120
"
"7872"," —
"
"7873"," —
"
"7874"," —
"
"7875"," 30840
"
"7876"," 30720
"
"7877"," 717
"
"7878"," 
"
"7879"," Yveltal
"
"7880"," Undiscovered
"
"7881"," —
"
"7882"," 120
"
"7883"," —
"
"7884"," —
"
"7885"," —
"
"7886"," 30840
"
"7887"," 30720
"
"7888"," 718
"
"7889"," 
"
"7890"," Zygarde
"
"7891"," Undiscovered
"
"7892"," —
"
"7893"," 120
"
"7894"," —
"
"7895"," —
"
"7896"," —
"
"7897"," 30840
"
"7898"," 30720
"
"7899"," 719
"
"7900"," 
"
"7901"," Diancie
"
"7902"," Undiscovered
"
"7903"," —
"
"7904"," 25
"
"7905"," —
"
"7906"," —
"
"7907"," —
"
"7908"," 6425
"
"7909"," 6400
"
"7910"," 720
"
"7911"," 
"
"7912"," Hoopa
"
"7913"," Undiscovered
"
"7914"," —
"
"7915"," 120
"
"7916"," —
"
"7917"," —
"
"7918"," —
"
"7919"," 30840
"
"7920"," 30720
"
"7921"," 721
"
"7922"," 
"
"7923"," Volcanion
"
"7924"," Undiscovered
"
"7925"," —
"
"7926"," 120
"
"7927"," —
"
"7928"," —
"
"7929"," —
"
"7930"," 30840
"
"7931"," 30720
"
"7932"," 722
"
"7933"," 
"
"7934"," Rowlet
"
"7935"," Flying
"
"7936"," —
"
"7937"," 15
"
"7938"," —
"
"7939"," —
"
"7940"," —
"
"7941"," —
"
"7942"," 3840
"
"7943"," 723
"
"7944"," 
"
"7945"," Dartrix
"
"7946"," Flying
"
"7947"," —
"
"7948"," 15
"
"7949"," —
"
"7950"," —
"
"7951"," —
"
"7952"," —
"
"7953"," 3840
"
"7954"," 724
"
"7955"," 
"
"7956"," Decidueye
"
"7957"," Flying
"
"7958"," —
"
"7959"," 15
"
"7960"," —
"
"7961"," —
"
"7962"," —
"
"7963"," —
"
"7964"," 3840
"
"7965"," 725
"
"7966"," 
"
"7967"," Litten
"
"7968"," Field
"
"7969"," —
"
"7970"," 15
"
"7971"," —
"
"7972"," —
"
"7973"," —
"
"7974"," —
"
"7975"," 3840
"
"7976"," 726
"
"7977"," 
"
"7978"," Torracat
"
"7979"," Field
"
"7980"," —
"
"7981"," 15
"
"7982"," —
"
"7983"," —
"
"7984"," —
"
"7985"," —
"
"7986"," 3840
"
"7987"," 727
"
"7988"," 
"
"7989"," Incineroar
"
"7990"," Field
"
"7991"," —
"
"7992"," 15
"
"7993"," —
"
"7994"," —
"
"7995"," —
"
"7996"," —
"
"7997"," 3840
"
"7998"," 728
"
"7999"," 
"
"8000"," Popplio
"
"8001"," Water 1
"
"8002"," Field
"
"8003"," 15
"
"8004"," —
"
"8005"," —
"
"8006"," —
"
"8007"," —
"
"8008"," 3840
"
"8009"," 729
"
"8010"," 
"
"8011"," Brionne
"
"8012"," Water 1
"
"8013"," Field
"
"8014"," 15
"
"8015"," —
"
"8016"," —
"
"8017"," —
"
"8018"," —
"
"8019"," 3840
"
"8020"," 730
"
"8021"," 
"
"8022"," Primarina
"
"8023"," Water 1
"
"8024"," Field
"
"8025"," 15
"
"8026"," —
"
"8027"," —
"
"8028"," —
"
"8029"," —
"
"8030"," 3840
"
"8031"," 731
"
"8032"," 
"
"8033"," Pikipek
"
"8034"," Flying
"
"8035"," —
"
"8036"," 15
"
"8037"," —
"
"8038"," —
"
"8039"," —
"
"8040"," —
"
"8041"," 3840
"
"8042"," 732
"
"8043"," 
"
"8044"," Trumbeak
"
"8045"," Flying
"
"8046"," —
"
"8047"," 15
"
"8048"," —
"
"8049"," —
"
"8050"," —
"
"8051"," —
"
"8052"," 3840
"
"8053"," 733
"
"8054"," 
"
"8055"," Toucannon
"
"8056"," Flying
"
"8057"," —
"
"8058"," 15
"
"8059"," —
"
"8060"," —
"
"8061"," —
"
"8062"," —
"
"8063"," 3840
"
"8064"," 734
"
"8065"," 
"
"8066"," Yungoos
"
"8067"," Field
"
"8068"," —
"
"8069"," 15
"
"8070"," —
"
"8071"," —
"
"8072"," —
"
"8073"," —
"
"8074"," 3840
"
"8075"," 735
"
"8076"," 
"
"8077"," Gumshoos
"
"8078"," Field
"
"8079"," —
"
"8080"," 15
"
"8081"," —
"
"8082"," —
"
"8083"," —
"
"8084"," —
"
"8085"," 3840
"
"8086"," 736
"
"8087"," 
"
"8088"," Grubbin
"
"8089"," Bug
"
"8090"," —
"
"8091"," 15
"
"8092"," —
"
"8093"," —
"
"8094"," —
"
"8095"," —
"
"8096"," 3840
"
"8097"," 737
"
"8098"," 
"
"8099"," Charjabug
"
"8100"," Bug
"
"8101"," —
"
"8102"," 15
"
"8103"," —
"
"8104"," —
"
"8105"," —
"
"8106"," —
"
"8107"," 3840
"
"8108"," 738
"
"8109"," 
"
"8110"," Vikavolt
"
"8111"," Bug
"
"8112"," —
"
"8113"," 15
"
"8114"," —
"
"8115"," —
"
"8116"," —
"
"8117"," —
"
"8118"," 3840
"
"8119"," 739
"
"8120"," 
"
"8121"," Crabrawler
"
"8122"," Water 3
"
"8123"," —
"
"8124"," 20
"
